,순위,영화명,개봉일,좌석판매율,좌석점유율,좌석수,매출액,누적매출액,관객수,누적관객수,년도,장르,등급
235,114,라이엇,2016-07-06,0.715,0.0,2277,8145000,8145000,1629,1629,2016,,
236,114,스파이 브릿지,2015-11-05,0.222,0.0,7283,13045800,2062654278,1621,266493,2016,스릴러,12
237,114,미녀와 야수,1992-07-04,0.491,0.0,3288,13085000,1508608500,1615,146850,2016,멜로/로맨스,전체
238,114,미녀와 야수,1992-07-04,0.491,0.0,3288,13085000,1508608500,1615,146850,2016,판타지,전체
239,114,코드네임 : 콜드워,2016-10-13,0.024,0.0,65091,11813500,11813500,1570,1570,2016,,
240,114,얼라이드,2017-01-11,1.0,0.0,1562,12764000,12764000,1562,1562,2016,스릴러,15
241,114,미워도 다시 한번 '80,1980-06-21,0.265,0.0,5568,2960000,4172000,1480,2086,2016,,
242,114,협객 김두한,1975-06-05,0.316,0.0,4500,2855000,3657000,1425,1826,2016,,
243,114,코리올라누스,2016-11-10,0.113,0.0,12490,19644000,19644000,1415,1415,2016,,
244,114,나는 증인이다,2016-09-14,0.124,0.0,11258,7113800,7113800,1407,1407,2016,,
245,114,마농 레스코,2016-08-06,0.258,0.0,5122,30433500,30433500,1324,1324,2016,,
246,114,마담 버터플라이,2016-09-03,0.256,0.0,5152,31371000,31371000,1324,1324,2016,,
247,114,오텔로,2016-03-05,0.145,0.0,9015,30941500,30941500,1309,1309,2016,,
248,114,하숙집 2,2016-01-07,0.18,0.0,7018,7053000,7053000,1266,1266,2016,,
249,114,라푼젤,2011-02-10,0.367,0.0,3190,9778000,10177066800,1173,1012784,2016,애니메이션,전체
250,114,"시발, 놈: 인류의 시작",2016-08-18,0.07,0.0,16364,8802400,8802400,1159,1159,2016,,
251,114,길은 멀어도 마음만은,1977-07-16,0.256,0.0,4500,2313000,3189000,1154,1592,2016,,
252,114,미워도 다시 한번 3,1970-01-01,0.304,0.0,3748,2286000,3728000,1143,1864,2016,,
253,114,아나스타샤,1997-12-20,0.289,0.0,3922,2291000,6931000,1137,3454,2016,,
254,114,아더왕의 전설,2016-11-09,0.318,0.0,3562,17291000,17291000,1133,1133,2016,,
255,114,로베르토 드브뢰,2016-10-01,0.182,0.0,5844,24066000,24066000,1065,1065,2016,,
256,114,마션,2015-10-08,0.184,0.0,5761,8995300,39672140595,1065,4881865,2016,액션,12
257,114,탄호이저,2016-05-07,0.208,0.0,4948,23956500,23956500,1030,1030,2016,,
258,114,진주 조개 잡이,2016-06-04,0.197,0.0,4974,22564500,22564500,984,984,2016,,
259,114,땡볕,1985-08-01,0.179,0.0,5388,1936000,2720000,968,1360,2016,,
260,114,이조 여인잔혹사,1969-05-02,0.219,0.0,4360,1917000,6359000,956,3177,2016,,
261,114,헬머니,2015-03-05,0.137,0.0,6864,2830000,4122996972,942,523871,2016,코미디,19
262,114,월ㆍE,2008-08-06,0.371,0.0,2484,7928000,8297607500,923,1326757,2016,애니메이션,전체
263,114,생사투,1974-02-28,0.169,0.0,5400,1834000,1834000,917,917,2016,,
264,114,연평해전,2015-06-24,0.133,0.0,6771,2883000,45566111330,904,6044688,2016,드라마,12
265,114,별아 내 가슴에,1958-05-31,0.352,0.0,2556,1802000,6702000,901,1601,2016,,
266,114,헨젤과 그레텔,2016-04-17,0.131,0.0,6651,16307500,16307500,872,872,2016,,
267,114,뷰티 인사이드,2015-08-20,0.132,0.0,6551,7349600,16155829131,868,2054303,2016,판타지,12
268,114,죽음의 다섯 손가락,1972-12-02,0.188,0.0,4500,1700000,1700000,850,850,2016,,
269,114,파우스트,2016-09-03,0.095,0.0,8731,20832000,20832000,838,838,2016,드라마,19
270,114,레미제라블,2012-12-19,0.398,0.0,2064,8175500,43086739000,823,5920520,2016,드라마,12
271,114,대결투,1973-02-23,0.151,0.0,5400,1643000,1643000,819,819,2016,,
272,114,업,2009-07-29,0.365,0.0,2221,6075000,7533501000,812,1031630,2016,애니메이션,전체
273,114,카발레리아 루스티카나 & 팔리아치,2016-03-13,0.111,0.0,7237,20167500,20167500,809,809,2016,,
274,114,사도,2015-09-16,0.27,0.0,2798,2869000,48845771501,758,6247607,2016,사극,12
275,114,극적인 하룻밤,2015-12-03,0.188,0.0,4025,6106000,2616673429,757,321641,2016,멜로/로맨스,19
276,114,철낭자,1971-04-30,0.14,0.0,5400,1517000,1517000,756,756,2016,,
277,114,소돔과 고모라,1974-04-25,0.296,0.0,2464,1427000,3569000,731,1802,2016,,
278,114,피스 오브 케이크,2016-03-03,0.081,0.0,8906,5959500,5959500,723,723,2016,,
279,114,카모메 식당,2007-08-02,0.141,0.0,5087,5617500,41032000,721,6189,2016,,
280,114,백사부인,1960-10-02,0.208,0.0,3444,1438000,2322000,719,1161,2016,,
281,114,쿵푸팬더 2,2011-05-26,0.141,0.0,5052,3612500,44310427500,713,5064796,2016,애니메이션,전체
282,114,너는 내 운명,1980-03-28,0.11,0.0,6190,1366000,1712000,683,856,2016,,
283,114,카르멘,2016-02-03,0.079,0.0,8546,13521000,13521000,676,676,2016,공연,15
284,114,카르멘,2016-02-03,0.079,0.0,8546,13521000,13521000,676,676,2016,드라마,12
285,114,나를 미치게 하는 여자,2015-12-10,0.526,0.0,1281,4750000,242419700,675,34055,2016,코미디,19
286,114,"1789, 바스티유의 연인들",2014-09-18,0.141,0.0,4677,6093000,75447500,664,4742,2016,뮤지컬,전체
287,114,암살,2015-07-22,0.177,0.0,3725,2141000,98465273781,660,12706360,2016,액션,15
288,114,에투알 갈라쇼,2016-05-24,0.07,0.0,9183,6544500,6544500,648,648,2016,,
289,114,렌의 애가,1969-01-01,0.269,0.0,2400,1292000,1292000,646,646,2016,,
290,114,더 셰프,2015-11-05,0.667,0.0,961,4894000,1487412148,641,187152,2016,드라마,15
291,114,브레이브 하트,1995-06-17,0.206,0.0,3038,1261000,7418000,628,3694,2016,,
292,114,국제시장,2014-12-17,0.866,0.0,712,3038000,110934000000,617,14262198,2016,드라마,12
293,114,어둠의 자식들,1981-08-07,0.241,0.0,2556,1234000,4747000,617,2371,2016,,
294,114,수상한 언니들,2016-03-03,0.179,0.0,3437,3333000,3333000,616,616,2016,,
295,114,노예 12년,2014-02-27,0.175,0.0,3472,2238700,3647631400,610,498976,2016,드라마,15
296,114,인턴,2015-09-24,0.157,0.0,3827,4475200,28522202348,602,3611166,2016,코미디,12
297,114,토이 스토리 3,2010-08-05,0.271,0.0,2221,4558000,14323896600,602,1459467,2016,가족,전체
298,114,엘렉트라,2016-11-05,0.133,0.0,4471,13171500,13171500,597,597,2016,,
299,114,표류도,1960-12-17,0.255,0.0,2340,1194000,1194000,597,597,2016,,
300,114,아파치요새,1971-05-01,0.255,0.0,2288,1755000,8565000,585,3790,2016,,
301,114,돈,1950-03-09,0.28,0.0,2080,1166000,1166000,583,583,2016,범죄,15
302,114,발레뤼스,2016-11-16,0.06,0.0,9541,9937000,9937000,582,582,2016,,
303,114,검은 사제들,2015-11-05,0.207,0.0,2806,3306000,42408588092,581,5442709,2016,미스터리,15
304,114,개인교수: 심화학습,2016-02-18,0.108,0.0,5248,3688000,3688000,571,571,2016,,
305,114,동거의 목적,2016-03-31,0.083,0.0,6758,2945000,2945000,566,566,2016,,
306,114,착한 여비서의 목적,2016-05-20,0.159,0.0,3521,2889000,2889000,561,561,2016,,
307,114,관음증,2016-02-25,0.139,0.0,4018,2926000,2926000,559,559,2016,,
308,114,너는 내 운명,2005-09-23,0.267,0.0,2085,1116000,17655244500,558,2701851,2016,,
309,114,젊은 엄마 4,2016-04-28,0.159,0.0,3484,2859000,2859000,556,556,2016,,
310,114,청춘학당2 기생난입야사,2016-03-03,0.089,0.0,6184,3313000,3313000,556,556,2016,,
311,114,반고호,1992-10-03,0.645,0.0,848,2858000,4240000,547,727,2016,,
312,114,스포찬 배틀 요괴 대결전,2016-06-23,0.037,0.0,14490,4034800,4034800,545,545,2016,,
313,114,수상한 그녀,2014-01-22,1.0,0.0,540,3128000,62714008849,540,8659340,2016,드라마,15
314,114,유령,1999-07-31,0.072,0.0,7150,1556000,1556000,518,518,2016,,
315,114,젊은엄마 : 디 오리지널,2016-06-23,0.08,0.0,6412,2670000,2670000,516,516,2016,,
316,114,빌리 엘리어트 뮤지컬 라이브,2014-11-27,0.115,0.0,4427,7655176,411988676,513,22605,2016,뮤지컬,전체
317,114,겨울나그네,1986-04-12,0.157,0.0,3213,995000,6904000,505,3449,2016,,
318,114,라보엠,2014-12-20,0.08,0.0,6240,5400000,33801000,504,2370,2016,,
319,114,세 가지 색: 레드,1994-09-17,0.217,0.0,2320,3683000,3683000,504,504,2016,,
320,114,인공지능 남자친구,2016-06-09,0.139,0.0,3575,2577000,2577000,500,500,2016,,
321,114,러시아 엄마,2016-07-28,0.148,0.0,3352,2560000,2560000,497,497,2016,,
322,114,어바웃 타임,2013-12-05,0.245,0.0,2018,4042000,25014376800,496,3396218,2016,멜로/로맨스,15
323,114,입영전야,2016-04-05,0.089,0.0,5481,3290000,3290000,492,492,2016,,
324,114,유황도의 모래,1971-03-17,0.214,0.0,2288,1470000,2056000,490,783,2016,,
325,114,등산의 목적,2016-03-03,0.15,0.0,3217,2507000,2507000,484,484,2016,,
326,114,내 마음의 풍금,1999-03-27,0.084,0.0,5720,1451000,3471000,481,1417,2016,,
327,114,세 가지 색 : 화이트,1994-06-18,0.146,0.0,3168,3533000,3533000,465,465,2016,,
328,114,알바생들,2016-04-28,0.14,0.0,3321,2349000,2349000,465,465,2016,,
329,114,지옥화,1958-04-20,0.221,0.0,2085,924000,5174000,462,2577,2016,,
330,114,포스카리가의 두 사람,2016-12-04,0.098,0.0,4557,10824000,10824000,451,451,2016,,
331,114,화녀촌,1985-11-16,0.264,0.0,1698,870000,870000,449,449,2016,,
332,114,얼굴이 아니고 마음입니다,1983-11-19,0.197,0.0,2264,879000,2367000,448,1192,2016,,
333,114,육체의 약속,1975-07-26,0.196,0.0,2264,894000,2444000,446,1221,2016,,
334,114,애수의 샌프란시스코,1975-03-28,0.169,0.0,2547,850000,850000,432,432,2016,,
335,114,하트 오브 더 씨,2015-12-03,0.75,0.0,570,3424000,6780844023,428,809827,2016,액션,12
336,114,"금지된 섹스, 달콤한 복수",2016-01-14,0.062,0.0,6837,2374000,2374000,427,427,2016,,
337,114,허삼관,2015-01-14,0.092,0.0,4576,1272000,7410215569,424,956103,2016,드라마,12
338,114,론 레인저,2013-07-04,0.123,0.0,3396,854000,2751003500,420,387947,2016,액션,15
339,114,탐정사무소 - 사랑과 전쟁,2016-05-13,0.128,0.0,3241,2097000,2097000,415,415,2016,,
340,114,동감,2000-05-27,0.057,0.0,7150,1231000,1299000,409,422,2016,,
341,114,벅스 라이프,1998-12-12,0.152,0.0,2656,2972000,2972000,404,404,2016,,
342,114,패신저스,2017-01-04,1.0,0.0,401,3208000,3208000,401,401,2016,어드벤처,12
343,114,야한 누나들,2016-02-11,0.074,0.0,5404,2102000,2102000,400,400,2016,,
344,114,효녀 심청,1972-11-17,0.189,0.0,2080,790000,5075000,395,2535,2016,,
345,114,맛있는 만남,2016-02-29,0.069,0.0,5679,2054000,2054000,394,394,2016,,
346,114,적도의 꽃,1983-10-29,0.227,0.0,1698,757000,2200000,387,942,2016,,
347,114,메피스토펠레,2016-10-30,0.06,0.0,6414,9295500,9295500,386,386,2016,,
348,114,야한밤 심야극장,2016-02-25,0.066,0.0,5816,1964000,1964000,386,386,2016,,
349,114,뜨거운 이웃,2016-01-28,0.07,0.0,5439,2020000,2020000,382,382,2016,,
350,114,에비타,1997-02-07,0.227,0.0,1674,1056000,1056000,380,380,2016,,
351,114,여자의 일생,1993-05-28,0.221,0.0,1704,740000,740000,377,377,2016,멜로/로맨스,15
352,114,크림슨 피크,2015-11-25,0.417,0.0,890,2768000,380106400,372,46783,2016,판타지,19
353,114,군도: 민란의 시대,2014-07-23,0.209,0.0,1768,683000,36990394499,370,4775811,2016,사극,15
354,114,시간 여행자의 아내,2009-10-28,0.258,0.0,1434,3206100,5407064600,370,728653,2016,멜로/로맨스,12
355,114,차타레부인의 사랑,1981-08-01,0.116,0.0,3162,1093000,3032000,368,1336,2016,,
356,114,파더 앤 도터,2015-12-10,0.132,0.0,2778,2561000,466831100,367,61196,2016,드라마,15
357,114,자유연애시대,2016-02-04,0.097,0.0,3726,1960000,1960000,365,365,2016,,
358,114,물레방아,1966-11-10,0.219,0.0,1624,714000,714000,357,357,2016,,
359,114,미망인,1955-12-10,0.036,0.0,9902,814000,814000,357,357,2016,,
360,114,불멸의 연인,1995-01-28,0.118,0.0,2976,927000,927000,352,352,2016,,
361,114,부러진 화살,2012-01-18,0.142,0.0,2450,823000,25938096000,348,3460212,2016,드라마,15
362,114,미스트리스 아메리카,2015-12-10,0.171,0.0,2022,2757400,65584200,346,7995,2016,코미디,15
363,114,레전드,2015-12-10,1.0,0.0,344,3096000,1439444930,344,180082,2016,액션,19
364,114,몬스터 주식회사,2001-12-20,0.301,0.0,1140,2555000,936517500,344,90487,2016,,
365,114,흑룡강,1976-10-09,0.1,0.0,3396,664000,664000,342,342,2016,,
366,114,위선자들: 감독판,2016-04-21,0.095,0.0,3577,1750000,1750000,340,340,2016,,
367,114,아웃오브 아프리카,1986-12-24,0.364,0.0,930,998000,3786000,339,867,2016,,
368,114,내 이웃의 아내,2016-07-28,0.105,0.0,3163,1729000,1729000,333,333,2016,,
369,114,주먹왕 랄프,2012-12-19,0.215,0.0,1515,3055000,6593534500,327,918626,2016,애니메이션,전체
370,114,부부의 스폰서,2016-09-09,0.098,0.0,3178,1584000,1584000,313,313,2016,,
371,114,야한이야기,2016-09-29,0.097,0.0,3196,1587000,1587000,313,313,2016,,
372,114,엔조이닷컴,2016-04-28,0.09,0.0,3438,1634000,1634000,311,311,2016,,
373,114,여배우 섹스 스캔들,2016-03-09,0.091,0.0,3391,1657000,1657000,311,311,2016,,
374,114,태풍을 일으킨 사나이,1975-11-06,0.182,0.0,1698,598000,598000,310,310,2016,,
375,114,만추,2011-02-17,0.041,0.0,7488,2032000,6341761900,309,849371,2016,멜로/로맨스,15
376,114,아이돌 섹스 스캔들,2016-03-16,0.101,0.0,3048,1680000,1680000,309,309,2016,,
377,114,열정같은소리하고있네,2015-11-25,0.542,0.0,562,2440000,4761399902,305,654407,2016,드라마,15
378,114,애마부인 2016,2016-06-14,0.082,0.0,3667,1638000,1638000,301,301,2016,,
379,114,탐욕,2016-05-12,0.088,0.0,3383,1555000,1555000,301,301,2016,,
380,114,지상에서 영원으로,2016-09-29,0.066,0.0,4491,4505500,4505500,300,300,2016,,
381,114,형님 아내,2016-05-03,0.091,0.0,3289,1555000,1555000,300,300,2016,,
382,114,소녀경,1992-09-25,0.176,0.0,1698,565000,565000,299,299,2016,,
383,114,그놈이다,2015-10-28,0.689,0.0,432,2384000,8098811152,298,1046313,2016,스릴러,15
384,114,캘린더걸,2016-04-07,0.086,0.0,3414,1598000,1598000,295,295,2016,,
385,114,여자전쟁: 비열한 거래,2016-06-16,0.075,0.0,3845,1544000,1544000,292,292,2016,,
386,114,탐정사무소-평강공주와 바보온달 무삭제판,2016-06-15,0.09,0.0,3224,1728000,1728000,292,292,2016,,
387,114,여자전쟁: 봉천동 혈투,2016-07-14,0.079,0.0,3651,1534000,1534000,291,291,2016,,
388,114,주말부부,2016-07-08,0.08,0.0,3611,1540000,1540000,291,291,2016,,
389,114,사랑에 관한 짧은 필름,1995-10-14,0.123,0.0,2316,2254000,2254000,286,286,2016,,
390,114,우리 지금 할래,2016-04-20,0.073,0.0,3896,1483000,1483000,286,286,2016,,
391,114,P.S. 걸,2016-02-04,0.061,0.0,4670,1673000,1673000,285,285,2016,,
392,114,잠 못 이루는 섹스 2,2016-05-18,0.08,0.0,3522,1477000,1477000,285,285,2016,,
393,114,철도원,2000-02-04,0.082,0.0,3452,1569000,7818000,285,1665,2016,,
394,114,카우보이 비밥-천국의문,2003-10-03,0.782,0.0,364,2829100,3057100,285,342,2016,,
395,114,맛있는 떡,2016-04-27,0.083,0.0,3389,1465000,1465000,283,283,2016,,
396,114,옆집 누나,2016-05-12,0.086,0.0,3271,1465000,1465000,283,283,2016,,
397,114,모던 발레 스페셜,2016-04-26,0.032,0.0,8594,4150000,4150000,282,282,2016,,
398,114,친구 누나,2016-03-10,0.062,0.0,4481,1593000,1593000,282,282,2016,,
399,114,잠 못 이루는 섹스,2016-03-31,0.087,0.0,3209,1495000,1495000,281,281,2016,,
400,114,살인에 관한 짧은 필름,1997-07-05,0.112,0.0,2454,2187000,2187000,276,276,2016,,
401,114,썰만화,2016-02-25,0.059,0.0,4650,1571000,1571000,275,275,2016,,
402,114,누나 친구,2016-01-21,0.061,0.0,4448,1545000,1545000,273,273,2016,,
403,114,더 울프 오브 월스트리트,2014-01-09,0.165,0.0,1653,1847500,4494119500,273,585835,2016,범죄,19
404,114,만추,1982-02-28,0.16,0.0,1698,541000,2855000,273,1239,2016,멜로/로맨스,15
405,114,악인이여 지옥행 열차를 타라,1977-01-28,0.12,0.0,2264,531000,531000,273,273,2016,,
406,114,까미유 끌로델,1989-11-11,0.418,0.0,636,1404000,1404000,266,266,2016,드라마,15
407,114,정사 : 결혼 말고 연애,2016-04-19,0.068,0.0,3844,1454000,1454000,262,262,2016,,
408,114,타잔 3D,2014-01-09,0.938,0.0,276,1817000,4464566000,259,598204,2016,애니메이션,전체
409,114,가을비 우산속에,1979-08-23,0.151,0.0,1698,504000,5770000,258,2886,2016,,
410,114,신 고질라,2017-03-08,1.0,0.0,255,2040000,2040000,255,255,2016,SF,12
411,114,매드니스,1995-03-18,0.419,0.0,606,1718482,1718482,254,254,2016,,
412,114,이웃동서,2016-05-16,0.067,0.0,3767,1348000,1348000,253,253,2016,,
413,114,천국의 계단,1992-02-15,0.148,0.0,1698,484000,704000,253,297,2016,,
414,114,남녀의 궁합,2016-05-19,0.065,0.0,3840,1344000,1344000,252,252,2016,,
415,114,외도,2016-07-14,0.078,0.0,3226,1330000,1330000,252,252,2016,,
416,114,12인의 하숙생,1979-01-16,0.093,0.0,2664,500000,2102000,250,1046,2016,,
417,114,감출 수 없는 본능-몰카,2016-06-09,0.079,0.0,3142,1322000,1322000,250,250,2016,,
418,114,쿵푸 팬더,2008-06-05,0.051,0.0,4791,1224000,29998150000,247,4654266,2016,애니메이션,전체
419,114,바람불어 좋은 날,1980-11-27,0.117,0.0,2074,623000,2761000,244,1038,2016,,
420,114,프로듀서스,2007-01-26,0.525,0.0,464,1432850,15820350,244,2312,2016,,
421,114,타부-새누나,2016-06-16,0.073,0.0,3318,1267000,1267000,243,243,2016,,
422,114,엄마친구 2,2016-09-01,0.07,0.0,3421,1276000,1276000,242,242,2016,,
423,114,유리코의 아로마,2016-07-11,0.074,0.0,3267,1262000,1262000,242,242,2016,,
424,114,레전드 오브 래빗: 불의 전설,2015-09-24,0.869,0.0,276,1577000,179948100,240,24351,2016,애니메이션,전체
425,114,메리다와 마법의 숲,2012-09-27,0.156,0.0,1515,2181000,9026947000,237,1231261,2016,애니메이션,전체
426,114,장미의 나날,1994-04-02,0.119,0.0,1981,456000,456000,237,237,2016,,
427,114,몬스터 왕국,2014-05-01,0.847,0.0,276,1404000,256112600,234,37816,2016,애니메이션,전체
428,114,킹스 스피치,2011-03-17,0.087,0.0,2664,466000,5969823800,233,808908,2016,드라마,12
429,114,토르: 마법망치의 전설,2012-02-09,0.84,0.0,276,1397800,5552195300,232,768658,2016,애니메이션,전체
430,114,그녀의 섹스 테크닉,2016-07-20,0.07,0.0,3297,1200000,1200000,231,231,2016,,
431,114,맛있는 영화,2016-05-25,0.068,0.0,3349,1207000,1207000,231,231,2016,,
432,114,붉은 거북,2017-03-11,0.645,0.0,358,1329000,1329000,231,231,2016,,
433,114,형사 Duelist,2005-09-08,0.614,0.0,376,1745100,5850959100,231,922680,2016,,
434,114,로라의 섹스 파트너,2016-07-28,0.071,0.0,3228,1197000,1197000,230,230,2016,,
435,114,아메리칸 섹스 파이,2016-06-01,0.068,0.0,3341,1202000,1202000,230,230,2016,,
436,114,어린여자 : 맛있는 관음,2016-07-08,0.067,0.0,3421,1202000,1202000,230,230,2016,,
437,114,완전한 사육 : 소원을 말해봐,2016-06-01,0.069,0.0,3312,1202000,1202000,230,230,2016,,
438,114,백설공주,2012-05-03,0.815,0.0,276,1448000,4098844000,225,585698,2016,판타지,전체
