,순위,영화명,개봉일,매출액,매출액 점유율,관객수,스크린수,대표국적,국적,배급사,연도,상영횟수,개봉년도
195,34,킹콩을 들다,2009-07-01,8597263166,0.008,1277800.0,411.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),2009,,2009
196,35,마다가스카 2,2009-01-08,7644143364,0.007,1247015.0,381.0,미국,미국,CJ ENM,2009,,2009
197,36,인사동 스캔들,2009-04-29,7900084842,0.007,1206101.0,314.0,한국,한국,에스케이텔레콤(주),2009,,2009
198,37,셜록 홈즈,2009-12-23,8290851484,0.008,1137454.0,377.0,미국,"미국,영국",워너브러더스 코리아(주),2009,,2009
199,38,슬럼독 밀리어네어,2009-03-19,7468302846,0.007,1125032.0,201.0,영국,"영국,미국","(주)영화특별시에스엠씨,CJ ENM",2009,,2009
200,39,스타 트렉: 더 비기닝,2009-05-07,7425754645,0.007,1111865.0,411.0,미국,미국,CJ ENM,2009,,2009
201,40,노잉,2009-04-16,6984051785,0.006,1063955.0,394.0,미국,미국,(주)넥스트엔터테인먼트월드(NEW),2009,,2009
202,41,업,2009-07-29,7652994608,0.007,1047327.0,374.0,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,2009,,2009
203,42,시크릿,2009-12-03,7972850772,0.007,1045782.0,397.0,한국,한국,CJ ENM,2009,,2009
204,43,백야행,2009-11-19,7169915142,0.007,956639.0,398.0,한국,한국,(주)시네마서비스,2009,,2009
205,44,트랜스포터-라스트 미션,2009-01-08,6336730334,0.006,951855.0,266.0,프랑스,프랑스,(주)시너지하우스 (시너지),2009,,2009
206,45,그는 당신에게 반하지 않았다,2009-02-12,6471531867,0.006,949324.0,354.0,미국,미국,(주)넥스트엔터테인먼트월드(NEW),2009,,2009
207,46,아이스 에이지 3: 공룡시대,2009-08-12,6189838667,0.006,877398.0,367.0,미국,미국,이십세기폭스필름코퍼레이션,2009,,2009
208,47,블랙,2009-08-27,6254367609,0.006,874913.0,248.0,인도,인도,"이언픽쳐스,(주)넥스트엔터테인먼트월드(NEW)",2009,,2009
209,48,디스트릭트 9,2009-10-15,6518492154,0.006,853859.0,320.0,미국,"미국,뉴질랜드",한국소니픽쳐스릴리징브에나비스타영화㈜,2009,,2009
210,49,마린보이,2009-02-05,5565284169,0.005,837059.0,340.0,한국,한국,CJ ENM,2009,,2009
211,50,써로게이트,2009-10-01,6020292355,0.006,806924.0,224.0,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,2009,,2009
212,51,모범시민,2009-12-10,5910629581,0.005,804227.0,309.0,미국,미국,(주)시너지하우스 (시너지),2009,,2009
213,52,시간 여행자의 아내,2009-10-28,5485456860,0.005,738963.0,300.0,미국,미국,"(주)일레븐엔터테인먼트,(주)넥스트엔터테인먼트월드(NEW)",2009,,2009
214,53,김씨표류기,2009-05-14,4796220849,0.004,733931.0,288.0,한국,한국,(주)시네마서비스,2009,,2009
215,54,푸시,2009-03-19,4817364578,0.004,726998.0,258.0,미국,미국,롯데쇼핑㈜롯데엔터테인먼트,2009,,2009
216,55,슬픔보다 더 슬픈 이야기,2009-03-11,4774850499,0.004,724107.0,353.0,한국,한국,(주)쇼박스,2009,,2009
217,56,볼트,2008-12-31,4596381768,0.004,695566.0,299.0,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,2009,,2008
218,57,분노의 질주: 더 오리지널,2009-04-02,4598492639,0.004,685746.0,289.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2009,,2009
219,58,몬스터 vs 에이리언,2009-04-23,4622178693,0.004,672285.0,324.0,미국,미국,CJ ENM,2009,,2009
220,59,명탐정 코난 : 칠흑의 추적자,2009-07-29,4248881868,0.004,661550.0,200.0,일본,일본,에이원엔터테인먼트,2009,,2009
221,60,실종,2009-03-19,4415413589,0.004,654587.0,257.0,한국,한국,(주)시너지하우스 (시너지),2009,,2009
222,61,여고괴담 5,2009-06-18,4205826795,0.004,652097.0,318.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,2009,,2009
223,62,페임,2009-09-24,4727133460,0.004,644163.0,328.0,미국,미국,"(주)다자인소프트,롯데쇼핑㈜롯데엔터테인먼트",2009,,2009
224,63,핸드폰,2009-02-19,4271780582,0.004,630049.0,356.0,한국,한국,에스케이텔레콤(주),2009,,2009
225,64,홍길동의 후예,2009-11-26,4290876792,0.004,616372.0,380.0,한국,한국,에스케이텔레콤(주),2009,,2009
226,65,왓치맨,2009-03-05,4175166338,0.004,606317.0,358.0,미국,미국,CJ ENM,2009,,2009
227,66,예스맨,2008-12-17,3949564010,0.004,584127.0,244.0,미국,미국,워너브러더스 코리아(주),2009,,2008
228,67,잉크하트 : 어둠의 부활,2009-01-29,3547748935,0.003,556496.0,240.0,미국,미국,롯데쇼핑㈜롯데엔터테인먼트,2009,,2009
229,68,이태원 살인사건,2009-09-10,4023152210,0.004,537075.0,236.0,한국,한국,(주)쇼박스,2009,,2009
230,69,체인질링,2009-01-22,3581346406,0.003,522667.0,167.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2009,,2009
231,70,여배우들,2009-12-10,3756847892,0.003,510198.0,271.0,한국,한국,(주)쇼박스,2009,,2009
232,71,13구역: 얼티메이텀,2009-04-16,3404416275,0.003,509640.0,246.0,프랑스,프랑스,㈜케이디미디어,2009,,2009
233,72,오펀: 천사의 비밀,2009-08-20,3732523602,0.003,488242.0,171.0,미국,미국,워너브러더스 코리아(주),2009,,2009
234,73,퍼블릭 에너미,2009-08-12,3424720129,0.003,464076.0,292.0,미국,미국,,2009,,2009
235,74,더 리더: 책 읽어주는 남자,2009-03-26,2980253983,0.003,457343.0,242.0,미국,"미국,독일","(주)노바미디어,에스케이텔레콤(주)",2009,,2009
236,75,오감도,2009-07-09,3107441952,0.003,443462.0,302.0,한국,한국,(주)시너지하우스 (시너지),2009,,2009
237,76,작은 영웅 데스페로,2009-02-12,2549164359,0.002,441525.0,180.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2009,,2009
238,77,10억,2009-08-06,3142668973,0.003,438833.0,252.0,한국,"한국,호주",(주)싸이더스,2009,,2009
239,78,드래곤볼 에볼루션,2009-03-12,2695732696,0.002,425571.0,278.0,미국,미국,이십세기폭스코리아(주),2009,,2009
240,79,벼랑 위의 포뇨,2008-12-17,2489047503,0.002,404088.0,379.0,일본,일본,(주)쇼박스,2009,,2008
241,80,파르나서스 박사의 상상극장,2009-12-23,2879886589,0.003,397244.0,305.0,미국,미국,(주)성원아이컴,2009,,2009
242,81,집행자,2009-11-05,2954595600,0.003,393867.0,264.0,한국,한국,"(주)스폰지이엔티,실버스푼",2009,,2009
243,82,문프린세스 : 문에이커의 비밀,2009-02-19,2260376662,0.002,365525.0,262.0,영국,"영국,프랑스",(주)성원아이컴,2009,,2009
244,83,잃어버린 세계를 찾아서,2008-12-17,2345598945,0.002,363112.0,316.0,미국,미국,롯데쇼핑㈜롯데엔터테인먼트,2009,,2008
245,84,펠햄 123,2009-06-11,2415075136,0.002,360661.0,241.0,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,2009,,2009
246,85,크리스마스 캐롤,2009-11-26,2701009028,0.002,357859.0,173.0,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,2009,,2009
247,86,바스터즈: 거친 녀석들,2009-10-28,2547188167,0.002,336241.0,257.0,미국,"미국,독일",유니버설픽쳐스인터내셔널 코리아(유),2009,,2009
248,87,프로포즈,2009-09-03,2481694139,0.002,328767.0,174.0,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,2009,,2009
249,88,정승필 실종사건,2009-10-08,2321588076,0.002,322459.0,238.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,2009,,2009
250,89,어글리 트루스,2009-09-17,2471953101,0.002,320997.0,185.0,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,2009,,2009
251,90,퍼펙트 겟어웨이,2009-08-20,2343962833,0.002,315888.0,226.0,미국,미국,(주)시너지하우스 (시너지),2009,,2009
252,91,쇼퍼홀릭,2009-03-26,2103939884,0.002,311274.0,180.0,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,2009,,2009
253,92,게이머,2009-10-01,2380275031,0.002,310548.0,262.0,미국,미국,(주)시너지하우스 (시너지),2009,,2009
254,93,주온-원혼의 부활,2009-07-09,2133345728,0.002,308057.0,145.0,일본,일본,(주)쇼박스,2009,,2009
255,94,호우시절,2009-10-08,2165019514,0.002,291143.0,334.0,한국,"한국,중국",(주)넥스트엔터테인먼트월드(NEW),2009,,2009
256,95,파이널 데스티네이션 4,2009-10-01,2309480475,0.002,289117.0,216.0,미국,미국,워너브러더스 코리아(주),2009,,2009
257,96,드래그 미 투 헬,2009-06-11,1873729372,0.002,277224.0,242.0,미국,미국,㈜케이디미디어,2009,,2009
258,97,지구가 멈추는 날,2008-12-24,1832834710,0.002,272490.0,469.0,미국,미국,이십세기폭스코리아(주),2009,,2008
259,98,요가학원,2009-08-20,1947834107,0.002,271514.0,251.0,한국,한국,(주)싸이더스,2009,,2009
260,99,불신지옥,2009-08-12,1818156353,0.002,251314.0,237.0,한국,한국,(주)쇼박스,2009,,2009
261,100,뉴욕은 언제나 사랑 중,2009-03-12,1685806671,0.002,247138.0,221.0,미국,미국,(주)싸이더스,2009,,2009
262,101,인터내셔널,2009-02-26,1617695541,0.001,241669.0,199.0,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,2009,,2009
263,102,세븐 파운즈,2009-02-05,1528213109,0.001,232972.0,190.0,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,2009,,2009
264,103,디파이언스,2009-01-08,1551731322,0.001,232532.0,162.0,미국,미국,(주)엠플러스픽쳐스,2009,,2009
265,104,극장판 도라에몽: 진구의 공룡대탐험,2009-07-15,1481894577,0.001,228143.0,135.0,일본,일본,대원미디어(주),2009,,2009
266,105,코렐라인: 비밀의 문,2009-05-21,1448857479,0.001,222594.0,251.0,미국,미국,,2009,,2009
267,106,우리 집에 왜 왔니,2009-04-09,1427488305,0.001,219962.0,211.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,2009,,2009
268,107,언데드,2009-02-26,1449559974,0.001,217924.0,171.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2009,,2009
269,108,케로로 더 무비: 드래곤 워리어,2009-04-30,1291833933,0.001,216487.0,125.0,일본,일본,에이원엔터테인먼트,2009,,2009
270,109,나는 비와 함께 간다,2009-10-15,1641619990,0.002,215362.0,220.0,프랑스,프랑스,CJ ENM,2009,,2009
271,110,말리와 나,2009-02-19,1437267652,0.001,213500.0,209.0,미국,미국,이십세기폭스코리아(주),2009,,2009
272,111,13일의 금요일,2009-03-12,1489929119,0.001,211290.0,138.0,미국,미국,CJ ENM,2009,,2009
273,112,코코 샤넬,2009-08-27,1559386698,0.001,210018.0,235.0,프랑스,프랑스,에스케이텔레콤(주),2009,,2009
274,113,카오스,2009-03-26,1377938904,0.001,208094.0,175.0,영국,"영국,미국,캐나다",(주)싸이더스,2009,,2009
275,114,베드타임 스토리,2009-01-22,1320936074,0.001,208054.0,213.0,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,2009,,2009
276,115,포켓 몬스터 DP: 아르세우스 초극의 시공으로,2009-12-24,1299968469,0.001,196949.0,79.0,일본,일본,실버스푼,2009,,2009
277,116,팬도럼,2009-10-22,1241613605,0.001,163494.0,189.0,독일,"독일,영국","(주)케이알씨지,(주)시너지하우스 (시너지)",2009,,2009
278,117,부산,2009-10-15,1185994280,0.001,160741.0,204.0,한국,한국,(주)싸이더스,2009,,2009
279,118,스테이트 오브 플레이,2009-04-30,998567826,0.001,150447.0,197.0,미국,미국,,2009,,2009
280,119,짱구는 못말려 극장판:태풍을 부르는 노래하는 엉덩이 폭탄,2009-09-24,1032246002,0.001,148964.0,87.0,일본,일본,씨제이 씨지브이(CJ CGV)(주),2009,,2009
281,120,기프트,2009-03-26,996472520,0.001,148138.0,188.0,미국,미국,(주)성원아이컴,2009,,2009
282,121,펜트하우스 코끼리,2009-11-05,1087284273,0.001,144070.0,240.0,한국,한국,(주)시너지하우스 (시너지),2009,,2009
283,122,키친,2009-02-05,939320372,0.001,142336.0,179.0,한국,한국,실버스푼,2009,,2009
284,123,그랜 토리노,2009-03-19,917074253,0.001,136703.0,109.0,미국,미국,워너브러더스 코리아(주),2009,,2009
285,124,썸머 워즈,2009-08-13,951350362,0.001,133946.0,100.0,일본,일본,CJ ENM,2009,,2009
286,125,링스 어드벤처,2009-06-24,808603115,0.001,133476.0,158.0,스페인,스페인,(주)성원아이컴,2009,,2009
287,126,파주,2009-10-28,975324527,0.001,132239.0,131.0,한국,한국,(주)엠케이픽처스,2009,,2009
288,127,블러디 발렌타인,2009-07-22,1234718589,0.001,131217.0,230.0,미국,미국,(주)넥스트엔터테인먼트월드(NEW),2009,,2009
289,128,마이클 잭슨의 디스 이즈 잇,2009-10-28,980053035,0.001,130746.0,176.0,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,2009,,2009
290,129,아더와 미니모이-제1탄비밀원정대의출정,2009-07-09,823623531,0.001,128531.0,219.0,프랑스,프랑스,롯데쇼핑㈜롯데엔터테인먼트,2009,,2009
291,130,구세주 2,2009-02-26,838666517,0.001,127226.0,228.0,한국,한국,CJ ENM,2009,,2009
292,131,리틀 비버,2009-04-30,739408802,0.001,123065.0,116.0,프랑스,프랑스,(주)쇼박스,2009,,2009
293,132,똥파리,2009-04-16,844521819,0.001,123046.0,68.0,한국,한국,(주)영화사 진진,2009,,2009
294,133,솔로이스트,2009-11-19,898812915,0.001,122841.0,175.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2009,,2009
295,134,소피의 연애 매뉴얼,2009-08-20,896131351,0.001,121018.0,188.0,중국,"중국,한국",CJ ENM,2009,,2009
296,135,마이 시스터즈 키퍼,2009-09-10,872715162,0.001,120952.0,159.0,미국,미국,워너브러더스 코리아(주),2009,,2009
297,136,나는 갈매기,2009-09-26,711793733,0.001,119312.0,71.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,2009,,2009
298,137,하이 레인,2009-09-09,892025506,0.001,117545.0,158.0,프랑스,프랑스,CJ ENM,2009,,2009
299,138,엽문,2009-04-16,733132023,0.001,110805.0,168.0,홍콩,홍콩,"(주)제이앤씨미디어그룹,CJ ENM",2009,,2009
300,139,앨빈과 슈퍼밴드2,2009-12-30,706061063,0.001,106308.0,237.0,미국,미국,이십세기폭스코리아(주),2009,,2009
301,140,신부들의 전쟁,2009-04-02,686671367,0.001,105202.0,207.0,미국,미국,이십세기폭스코리아(주),2009,,2009
302,141,블러드,2009-06-11,701370482,0.001,103918.0,229.0,홍콩,"홍콩,프랑스,중국",(주)싸이더스,2009,,2009
303,142,걸프렌즈,2009-12-17,756170063,0.001,103324.0,244.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),2009,,2009
304,143,알파독,2009-01-29,648950794,0.001,99692.0,161.0,미국,미국,(주)싸이더스,2009,,2009
305,144,가필드-마법의 샘물,2009-02-19,577233283,0.001,98527.0,95.0,미국,"미국,한국",㈜케이디미디어,2009,,2009
306,145,바람,2009-11-26,702833838,0.001,97958.0,119.0,한국,한국,(주)싸이더스,2009,,2009
307,146,9:나인,2009-09-09,704611404,0.001,97787.0,186.0,미국,미국,에스케이텔레콤(주),2009,,2009
308,147,소명,2009-04-02,609575196,0.001,97092.0,1.0,한국,한국,(주)영화사구안,2009,,2009
309,148,천국의 우편배달부,2009-11-12,642014941,0.001,95765.0,118.0,한국,한국,CJ ENM,2009,,2009
310,149,S러버,2009-09-17,728391699,0.001,94920.0,203.0,미국,미국,(주)싸이더스,2009,,2009
311,150,용의자 X의 헌신,2009-04-09,636382007,0.001,94790.0,144.0,일본,일본,(주)넥스트엔터테인먼트월드(NEW),2009,,2009
312,151,나인,2009-12-31,689621105,0.001,94051.0,332.0,미국,"미국,이탈리아",(주)시너지하우스 (시너지),2009,,2009
313,152,왼편 마지막 집,2009-09-03,632634348,0.001,83864.0,158.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2009,,2009
314,153,뉴욕 아이 러브 유,2009-10-22,647982325,0.001,83600.0,95.0,미국,미국,㈜케이디미디어,2009,,2009
315,154,라르고 윈치,2009-08-20,628575878,0.001,82610.0,163.0,프랑스,프랑스,(주)프라임엔터테인먼트,2009,,2009
316,156,메디엄,2009-07-29,570842804,0.001,78494.0,156.0,미국,미국,에스케이텔레콤(주),2009,,2009
317,1,아바타,2009-12-17,84657811417,0.072,8435381.0,912.0,미국,미국,"주식회사 해리슨앤컴퍼니,이십세기폭스코리아(주)",2010,,2009
318,2,아저씨,2010-08-04,47870792359,0.041,6282774.0,478.0,한국,한국,CJ ENM,2010,,2010
319,3,인셉션,2010-07-21,44106546302,0.038,5926948.0,528.0,미국,미국,"(주)디스테이션,워너브러더스 코리아(주)",2010,,2010
320,4,의형제,2010-02-04,40800867602,0.035,5507106.0,572.0,한국,한국,(주)쇼박스,2010,,2010
321,5,아이언맨 2,2010-04-29,33161943100,0.028,4498335.0,757.0,미국,미국,CJ ENM,2010,,2010
322,6,전우치,2009-12-23,26770717436,0.023,3671356.0,606.0,한국,한국,CJ ENM,2010,,2009
323,7,이끼,2010-07-14,25856306126,0.022,3408144.0,736.0,한국,한국,CJ ENM,2010,,2010
324,8,포화속으로,2010-06-16,24217600897,0.021,3385706.0,736.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,2010,,2010
325,9,하모니,2010-01-28,21992266198,0.019,3068544.0,405.0,한국,한국,CJ ENM,2010,,2010
326,10,방자전,2010-06-02,22853629794,0.02,3035116.0,512.0,한국,한국,CJ ENM,2010,,2010
327,11,솔트,2010-07-29,21719123025,0.019,2921331.0,556.0,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,2010,,2010
328,12,부당거래,2010-10-28,21326977937,0.018,2766436.0,502.0,한국,한국,CJ ENM,2010,,2010
329,13,시라노; 연애조작단,2010-09-16,20171151599,0.017,2731828.0,402.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,2010,,2010
330,14,타이탄,2010-04-01,22143097429,0.019,2685508.0,694.0,미국,미국,워너브러더스 코리아(주),2010,,2010
331,15,드래곤 길들이기,2010-05-20,27471926367,0.024,2603857.0,562.0,미국,미국,"유니버설픽쳐스인터내셔널 코리아(유),CJ ENM",2010,,2010
332,16,해리 포터와 죽음의 성물1,2010-12-15,16752737766,0.014,2364808.0,718.0,미국,미국,워너브러더스 코리아(주),2010,,2010
333,17,하녀,2010-05-13,17310669976,0.015,2304487.0,577.0,한국,한국,(주)싸이더스,2010,,2010
334,18,나잇&데이,2010-06-24,17054262425,0.015,2282191.0,501.0,미국,미국,이십세기폭스코리아(주),2010,,2010
335,19,슈렉 포에버,2010-07-01,23178925617,0.02,2261356.0,561.0,미국,미국,CJ ENM,2010,,2010
336,20,이상한 나라의 앨리스,2010-03-04,20661000236,0.018,2182365.0,401.0,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,2010,,2010
337,21,초능력자,2010-11-10,15618440958,0.013,2164805.0,622.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),2010,,2010
338,22,이클립스,2010-07-07,15192541723,0.013,2105050.0,535.0,미국,미국,(주)넥스트엔터테인먼트월드(NEW),2010,,2010
339,23,쩨쩨한 로맨스,2010-12-01,15440148661,0.013,2022626.0,463.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,2010,,2010
340,24,페르시아의 왕자: 시간의 모래,2010-05-27,14717552534,0.013,2003533.0,570.0,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,2010,,2010
341,25,퍼시 잭슨과 번개 도둑,2010-02-11,13372357257,0.011,1877226.0,353.0,미국,미국,이십세기폭스코리아(주),2010,,2010
342,26,해결사,2010-09-09,14063913437,0.012,1873327.0,524.0,한국,한국,"(주)넥스트엔터테인먼트월드(NEW),(주)에스비에스콘텐츠허브",2010,,2010
343,27,악마를 보았다,2010-08-12,14148937025,0.012,1848418.0,494.0,한국,한국,(주)쇼박스,2010,,2010
344,28,로빈 후드,2010-05-13,11746340129,0.01,1596574.0,555.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2010,,2010
345,29,무적자,2010-09-16,11816488677,0.01,1571432.0,416.0,한국,"한국,홍콩,일본,태국",CJ ENM,2010,,2010
346,30,토이 스토리 3,2010-08-05,14556420970,0.012,1484843.0,394.0,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,2010,,2010
347,31,구르믈 버서난 달처럼,2010-04-28,10408565262,0.009,1407681.0,509.0,한국,한국,에스케이텔레콤(주),2010,,2010
348,32,황해,2010-12-22,10792919862,0.009,1404156.0,618.0,한국,"한국,미국,중국","(주)쇼박스,이십세기폭스코리아(주)",2010,,2010
349,33,라스트 에어벤더,2010-08-19,14078896543,0.012,1394110.0,396.0,미국,미국,CJ ENM,2010,,2010
350,34,헬로우 고스트,2010-12-22,8894834779,0.008,1234138.0,472.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),2010,,2010
